,Unamed,Places,latitude,longitude,Lieux
39,47,Aube,48.3201921,4.1905396615047525,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1972_06"" target=""_blank"">Les plus anciennes chartes en langue française de l’Aube et de la Seine-et-Marne</a></i>"
40,48,Aubusson,48.7842759,-0.5521714,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1966_14"" target=""_blank"">Le métier de tapissier à Aubusson et à Felletin jusqu’en 1665</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_21"" target=""_blank"">Les Tabard, fabricants de tapisserie à Aubusson de 1869 à 1983</a></i>"
41,49,Audenarde,50.8433705,3.6041443,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2005_17"" target=""_blank"">Blenheim, Ramillies, Audenarde. Les défaites françaises de la guerre de Succession d’Espagne (1704-1708)</a></i>"
42,51,Aunis,48.9880877,1.937892213266072,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1999_39"" target=""_blank"">Contribution à l’histoire de la Saintonge et de l’Aunis pendant la guerre de Cent ans</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1935_08"" target=""_blank"">Les marais salants d’Aunis et de Saintonge jusqu’en 1789</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2010_01"" target=""_blank"">La noblesse d’Aunis sous Louis XIV. Des recherches de faux nobles aux conséquences de la Révocation (1661-1715).</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1964_14"" target=""_blank"">Les protestants en Aunis et en Saintonge de la révocation de l Édit de Nantes à l’Édit de tolérance</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1901_13"" target=""_blank"">Les débuts du protestantisme en Saintonge et en Aunis, ville et gouvernement de La Rochelle, jusqu’à la fin de la première guerre de religion (mars 1563)</a></i>"
43,52,Auray,47.6664485,-2.9833718,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1973_20"" target=""_blank"">Auray au XVIIIe siècle (vers 1740-1789). Étude sociale, économique et démographique</a></i>"
44,54,Aurillac,44.9285441,2.4433101,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1941_02"" target=""_blank"">Étude sur la vie rurale dans la région d’Aurillac au XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1873_12"" target=""_blank"">Notice sur le consulat et l’administration consulaire d’Aurillac du XIIIe au XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1951_16"" target=""_blank"">La communauté des prêtres-filleuls de l’église Notre-Dame d Aurillac du XIIIe siècle à la Révolution</a></i>"
45,56,Auvergne,45.71001315,3.153180296497552,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1997_15"" target=""_blank"">L’assemblée des villes de Basse-Auvergne (fin du XVIe siècle et XVIIe siècle)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1884_07"" target=""_blank"">Étude sur les chartes communales de l’Auvergne</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1937_16"" target=""_blank"">Jean II de Bourbon, comte de Clermont, duc de Bourbonnais et d’Auvergne et connétable de France (1426-1488)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1955_05"" target=""_blank"">Les possessions des comtes-dauphins d’Auvergne, de la fin du XIIe au début du XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1911_09"" target=""_blank"">Étude sur l’administration d’Alfonse de Poitiers dans la Terre d’Auvergne</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1872_09"" target=""_blank"">Étude sur les démembrements du comté d’Auvergne depuis la fin du XIIe siècle jusqu’en 1230</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1920_06"" target=""_blank"">Étude sur la province clunisienne d’Auvergne jusqu’à la guerre de Cent ans</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1986_04"" target=""_blank"">Le pouvoir partagé : la basse Auvergne de 1150 à 1350</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1854_03"" target=""_blank"">Essai sur la géographie territoriale et politique de l’Auvergne aux IXe et Xe siècles</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1932_11"" target=""_blank"">La baronnie de Combraille sous les comtes d’Auvergne et les origines du pays de Franc-Alleu</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1939_10"" target=""_blank"">Les franchises des communautés d’habitants en Haute-Auvergne du XIIIe à la fin du XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1941_12"" target=""_blank"">Martial d’Auvergne et les Vigiles de Charles VII</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1922_07"" target=""_blank"">Les Grands-Jours d’Auvergne tenus à Riom en 1546</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1946_08"" target=""_blank"">Le comté d’Auvergne de 1213 à 1437</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1883_02"" target=""_blank"">Essai sur la géographie historique de l’Auvergne au XIIIe siècle</a></i>"
46,57,Auxerre,47.7961287,3.570579,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1954_20"" target=""_blank"">Les métiers d’Auxerre du milieu du XVIIe siècle à la Révolution</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1964_02"" target=""_blank"">François de Dinteville, évêque d’Auxerre et ambassadeur de François Ier à Rome (1498-1554)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1959_11"" target=""_blank"">Le temporel de l’abbaye de Saint-Germain d Auxerre des origines au milieu du XIIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1997_20"" target=""_blank"">Monseigneur de Caylus (1669-1754), évêque d’Auxerre, le « défenseur de la Vérité »</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1968_16"" target=""_blank"">Auxerre au XVIe siècle, étude historique et archéologique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1901_14"" target=""_blank"">L’architecture religieuse aux xie et XIIe siècles dans l’ancien diocèse d’Auxerre</a></i>"
47,58,Auxerrois,48.2571672,7.8481129,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1935_13"" target=""_blank"">Saint-Germain-l’Auxerrois à Paris. Essai historique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1913_04"" target=""_blank"">Étude topographique sur la censive de Saint-Germain-l’Auxerrois à Paris (XIIIe siècle – 1740)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1910_07"" target=""_blank"">Étude sur la censive de Saint-Germain-l’Auxerrois, à Paris au XIIIe et au XIVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1937_05"" target=""_blank"">La culture de la vigne et le commerce des vins en Auxerrois du XIVe au XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1946_11"" target=""_blank"">Les chartes de franchises de l’Auxerrois</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1905_10"" target=""_blank"">Essai historique sur le chapitre Saint-Germain-l’Auxerrois de Paris (VIIe-XVIIIe siècle)</a></i>"
48,59,Avaray,47.7231524,1.564724,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1998_11"" target=""_blank"">L’ambassade de Claude-Théophile de Bésiade, marquis d’Avaray, près les cantons suisses (1716-1726) : étude du fonctionnement de l’ambassade de France en Suisse au début du XVIIIe siècle</a></i>"
49,60,Aveyron,44.31585745,2.5065697302419823,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_17"" target=""_blank"">Dynamiques agraires et peuplement : modélisation et étude des graphes des registres fiscaux de Saint-Félix-de-Sorgues (Aveyron) dans la première moitié du XVe siècle</a></i>"
50,61,Avignon,43.9492493,4.8059012,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2004_01"" target=""_blank"">Les “ vergers ” de la papauté d’Avignon : Avignon, Pont-de-Sorgues et Villeneuve (1316-1378)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1864_01"" target=""_blank"">De la municipalité et de la république d’Avignon aux XIIe et XIIIe siècles</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2006_05"" target=""_blank"">Arts et gens du spectacle à Avignon à la fin du Moyen Age (1450-1550), d’après les archives communales d’Avignon</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1938_04"" target=""_blank"">Les communautés juives du Comtat-Venaissin et de l’État d’Avignon, d’après leurs statuts (1490-1790)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1892_05"" target=""_blank"">Recherches sur les institutions charitables d’Avignon depuis le XIIe siècle jusqu’à la Révolution</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_11"" target=""_blank"">Mutations et permanences sociales à Avignon (1390-1430)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2011_13"" target=""_blank"">Le gouvernement économique de l’Église au temps des papes d’Avignon (milieu du XIVe siècle - début du XVe siècle). L’usure en procès</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1947_07"" target=""_blank"">La vie privée à Avignon dans la seconde moitié du XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2004_03"" target=""_blank"">Les procureurs à la cour pontificale d’Avignon au XIVe siècle : les procureurs des prélats français sous Urbain V et Grégoire XI à la Chambre apostolique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1939_06"" target=""_blank"">Les Juifs d’Avignon et du Comtat Venaissin de 1490 à 1790</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1897_07"" target=""_blank"">La Marche de Provence jusqu’aux partages et l’évéché d’Avignon jusqu’à la commune</a></i>"
51,62,Avranches,48.6862085,-1.3579476,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_20"" target=""_blank"">Le chartrier de l’abbaye de Savigny au diocèse d’Avranches. Édition partielle (1202-1243) et commentaire</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1935_04"" target=""_blank"">L’abbaye de Savigny au diocèse d’Avranches des origines à la fin du XIIe siècle</a></i>"
52,63,Açores,37.808527350000006,-25.473085286479595,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2007_10"" target=""_blank"">L’intervention française aux Açores en 1583</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1889_06"" target=""_blank"">Essai sur la politique française et l’intervention de Catherine de Médicis dans la question de la succession de Portugal (1578-1583). Expéditions françaises aux Açores (1581-1583)</a></i>"
53,65,Baluze,45.2693916,1.772847,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1988_10"" target=""_blank"">Étienne Baluze (1630-1718) et l’histoire du Limousin : méthodes et desseins d’un érudit du XVIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2001_11"" target=""_blank"">Édition critique de lettres de Guy Patin (Bibl. nat. de France, Baluze 148)</a></i>"
54,66,Bar,48.4088704,7.4492808,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1904_01"" target=""_blank"">Barthélémy de Joux et l’évêché de Laon (1113-1150)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1946_13"" target=""_blank"">Études sur le règne de René II, duc de Lorraine et de Bar</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1938_02"" target=""_blank"">L’abbaye de l île-Barbe des origines à la sécularisation du XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_04"" target=""_blank"">Le pouvoir au féminin. Une princesse en politique et son entourage : Yolande de Flandre, comtesse de Bar et dame de Cassel (1326-1395)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1969_11"" target=""_blank"">Le Baratre infernal de Regnau Le Queux. Édition</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1923_03"" target=""_blank"">Les comtés de Bar et de Verdun jusqu’au milieu du XIIe siècle. Étude de géographie historique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1962_05"" target=""_blank"">Le comté de Bar après le traité de Bruges : la politique du comte Edouard Ier (1302-1336)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1885_08"" target=""_blank"">Les corporations ouvrières dans les duchés de Lorraine et de Bar au XIVe et au XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1948_04"" target=""_blank"">Les finances des duchés de Lorraine et de Bar sous le règne des ducs Léopold Ier et François III (1698-1737)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2005_18"" target=""_blank"">La légation du cardinal Francesco Barberini en France en 1625</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1997_41"" target=""_blank"">Paul Barrillon, ambassadeur de France en Angleterre (1677-1688)</a></i>"
55,69,Bas-Dauphiné,45.1875602,5.7357819,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1950_07"" target=""_blank"">Les paysans du Bas-Dauphiné septentrional au XVIIIe siècle</a></i>"
56,71,Bas-Limousin,45.8354243,1.2644847,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1927_14"" target=""_blank"">L’abbaye d’Obazine en Bas-Limousin. Étude historique et archéologique</a></i>"
57,72,Bas-Passy,45.9563382,6.6597678,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2002_15"" target=""_blank"">L’usine et la ville : le cas de l’ouest parisien au xixe siècle (Chaillot, Bas-Passy, Ternes, Batignolles)</a></i>"
58,73,Bas-Poitou,46.5802596,0.340196,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1913_01"" target=""_blank"">La révocation de l ’édit de Nantes et le protestantisme au XVIIIe siècle en Bas-Poitou</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1954_21"" target=""_blank"">La vie maritime en Bas-Poitou du Xe à la fin du XVe siècle</a></i>"
59,74,Bas-Vivarais,48.2681382,7.4083783,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1974_10"" target=""_blank"">Étude sur le Bas-Vivarais d’après les estimes de 1464</a></i>"
60,75,Basse-Alsace,48.6620793,6.927283,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1923_08"" target=""_blank"">Essai sur l’histoire de la noblesse immédiate de la Basse-Alsace, depuis l’origine jusqu’au traité de Westphalie (1648)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1931_14"" target=""_blank"">Les Hospitaliers en Basse-Alsace de 1217 à 1529</a></i>"
61,76,Basse-Auvergne,46.3015777,6.5029246,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1997_15"" target=""_blank"">L’assemblée des villes de Basse-Auvergne (fin du XVIe siècle et XVIIe siècle)</a></i>"
